age,gender,income,education_level,purchase_frequency,avg_order_value,days_since_last_purchase,email_open_rate,loyalty_points,support_tickets
50,Non-binary,37297.94,Bachelor,2,39.83,17,0.494,2363.0,2
35,Male,73350.52,Some College,5,68.08,15,0.589,891.0,1
60,Male,45139.53,Some College,7,148.67,24,0.777,4601.0,0
38,Male,67252.95,Doctorate,14,307.7,2,0.88,10300.0,0
48,Female,32519.79,Some College,2,159.14,13,0.535,3083.0,0
48,Male,42702.96,Some College,6,157.01,13,0.734,1905.0,1
41,Female,59183.71,Master,5,128.13,131,0.133,6596.0,5
43,Female,61097.68,Doctorate,8,197.49,8,0.832,9266.0,0
29,Male,43325.62,Bachelor,1,24.12,53,0.276,722.0,1
46,Male,38179.75,Some College,1,158.91,131,0.313,1333.0,0
48,Female,38633.47,High School,8,190.26,29,0.769,2214.0,0
24,Female,37750.97,Bachelor,2,69.4,110,0.217,999.0,1
40,Female,50072.61,Master,8,63.71,29,0.926,2795.0,0
40,Male,21915.26,Bachelor,4,14.64,59,0.172,317.0,0
29,Male,53382.94,Some College,5,82.66,10,0.78,3481.0,1
44,Female,61371.72,Master,11,141.43,5,0.584,6316.0,0
27,Male,45098.1,Bachelor,1,27.49,110,0.697,147.0,2
18,Female,86546.67,Master,2,308.79,144,0.081,4286.0,3
54,Male,40083.93,Some College,0,64.29,65,0.108,3934.0,2
25,Male,88833.25,Bachelor,9,340.6,11,0.967,13484.0,0
39,Male,81360.72,Bachelor,6,108.64,10,0.749,9818.0,0
60,Female,74467.98,Master,8,158.69,6,0.771,9139.0,0
51,Male,45646.4,Master,4,252.62,124,0.517,4883.0,1
28,Male,59943.51,Some College,6,184.18,18,0.862,5078.0,0
41,Male,57192.1,Some College,1,6.13,46,0.275,39.0,1
59,Female,60148.88,Master,10,500.0,13,0.954,6081.0,1
41,Female,89151.64,Some College,8,427.73,1,0.558,14500.0,0
47,Female,46344.9,Bachelor,2,24.66,91,0.068,450.0,0
34,Female,64277.95,Bachelor,8,394.56,11,0.466,8342.0,1
42,Male,22723.52,Bachelor,0,37.05,96,0.048,633.0,1
55,Female,50535.24,Bachelor,1,168.34,136,0.042,1873.0,3
32,Male,32603.99,Master,2,79.41,29,0.254,1633.0,2
32,Female,37641.34,High School,1,22.61,70,0.228,91.0,1
37,Male,40940.85,Some College,3,73.49,116,0.26,566.0,0
51,Female,35310.9,Some College,4,106.04,23,0.396,1740.0,0
28,Female,42236.31,Some College,3,119.11,26,0.846,1942.0,1
23,Male,47566.08,Some College,2,41.98,111,0.314,567.0,0
54,Male,44657.73,Bachelor,3,96.36,24,0.614,1492.0,1
49,Male,25269.79,Some College,0,37.29,71,0.396,258.0,1
47,Male,70675.07,Master,7,223.0,11,0.483,2774.0,0
47,Female,77823.62,Some College,6,93.98,33,0.793,1449.0,1
50,Female,45487.81,Some College,4,147.9,26,0.571,4020.0,0
31,Male,33049.11,Some College,5,95.33,32,0.718,4075.0,2
18,Male,35177.33,Bachelor,2,40.87,49,0.393,1490.0,1
43,Non-binary,37025.98,High School,2,22.99,52,0.141,127.0,0
38,Male,42705.62,High School,0,32.92,119,0.094,26.0,1
34,Female,36372.27,High School,1,218.47,66,0.128,2729.0,4
22,Male,61038.21,Some College,4,201.68,122,0.346,4364.0,6
40,Female,71546.55,Bachelor,2,418.37,144,0.029,4136.0,2
51,Female,64844.34,Bachelor,5,306.79,6,0.856,4225.0,0
33,Male,72469.84,Master,10,348.17,12,0.804,11052.0,0
47,Female,59979.54,Some College,3,104.48,9,0.625,2256.0,1
36,Male,49515.97,High School,2,412.4,134,0.306,3231.0,3
48,Male,46190.42,Bachelor,2,280.91,79,0.223,5413.0,3
26,Female,68564.13,Some College,4,279.93,136,0.138,4175.0,1
48,Female,46154.71,High School,4,198.56,87,0.227,2436.0,1
38,Female,90045.52,Bachelor,7,112.89,26,0.493,2177.0,0
41,Female,82277.26,Some College,1,140.2,116,0.113,6196.0,7
49,Male,58818.67,Master,1,166.72,93,0.361,4757.0,3
43,Female,57163.63,Bachelor,3,283.01,28,0.737,1903.0,1
46,Male,48153.54,Master,6,224.45,83,0.356,9446.0,0
37,Male,44493.98,Some College,3,12.55,85,0.281,737.0,0
52,Male,50251.53,Bachelor,1,192.21,85,0.327,3607.0,0
34,Female,43268.59,Bachelor,4,163.97,109,0.673,6645.0,1
39,Male,27794.9,Bachelor,1,6.53,107,0.243,471.0,1
44,Male,80749.12,Bachelor,10,291.43,12,0.662,5595.0,0
45,Female,30337.88,Some College,0,41.3,46,0.22,2150.0,2
43,Female,58605.46,Bachelor,4,87.51,115,0.037,5542.0,2
45,Female,48701.77,High School,4,275.79,107,0.666,3420.0,4
44,Female,83702.98,High School,5,446.37,11,0.662,15799.0,0
46,Male,70482.93,Master,1,137.08,98,0.103,4602.0,2
25,Male,39328.45,Some College,2,47.4,49,0.158,3050.0,1
18,Female,54370.18,Bachelor,3,82.79,18,0.527,4818.0,2
67,Female,48217.61,Bachelor,4,48.31,20,0.697,933.0,0
36,Female,23697.54,High School,2,55.62,114,0.542,133.0,1
27,Female,46009.68,Some College,8,86.49,9,0.508,3878.0,1
29,Male,61000.99,Bachelor,6,103.33,13,0.588,3644.0,0
35,Male,74021.31,Bachelor,7,203.81,7,0.422,3508.0,1
56,Female,78923.94,Bachelor,7,140.84,16,0.712,1120.0,0
24,Female,27324.65,Bachelor,2,148.85,102,0.558,5411.0,2
18,Male,42728.17,Bachelor,3,68.53,16,0.294,1994.0,3
43,Female,45256.61,Bachelor,4,195.37,83,0.31,3844.0,5
44,Non-binary,37303.73,Some College,5,221.86,10,0.701,2791.0,0
36,Male,37662.6,Bachelor,4,359.4,12,0.578,4489.0,1
38,Male,74143.35,Some College,9,397.78,11,0.96,7144.0,0
45,Male,36024.36,Some College,4,293.96,10,0.484,2258.0,1
44,Male,66579.46,Bachelor,11,98.15,30,0.31,1305.0,0
37,Female,85972.23,Bachelor,9,500.0,10,0.874,4571.0,1
40,Female,56598.5,Bachelor,1,7.17,83,0.423,585.0,1
47,Male,48194.77,Bachelor,6,118.87,28,0.523,1345.0,0
63,Female,69445.29,Bachelor,13,290.12,6,0.935,10336.0,0
26,Male,58571.28,Bachelor,4,152.75,32,0.274,3243.0,1
62,Female,39033.94,Some College,1,95.49,64,0.551,6620.0,1
47,Female,34013.36,Some College,2,68.07,19,0.683,2349.0,1
36,Female,78470.73,Bachelor,2,269.03,99,0.209,5321.0,5
32,Male,64433.22,Bachelor,2,82.07,100,0.53,1499.0,3
42,Female,57000.42,Some College,3,55.31,75,0.075,2860.0,4
59,Female,53800.93,Some College,5,180.48,143,0.113,2521.0,0
24,Female,37387.04,Bachelor,2,78.7,52,0.517,42866.36369936132,2
37,Female,62592.54,Doctorate,4,82.41,10,0.668,10281.0,3
32,Female,45762.1,Bachelor,1,13.29,86,0.141,286.0,0
36,Male,61846.44,High School,1,104.21,107,0.238,2102.0,3
53,Male,41881.63,Master,4,180.35,12,0.867,7774.0,1
32,Male,62373.75,Bachelor,2,107.98,33,0.787,2563.0,2
42,Female,52286.26,Some College,1,148.49,100,0.419,1467.0,3
26,Female,74530.76,High School,2,20.5,116,0.444,611.0,0
39,Female,63954.41,High School,14,257.47,12,0.859,5007.0,1
37,Male,80507.02,Master,6,66.62,12,0.716,9824.0,0
34,Female,55368.75,Some College,0,71.46,88,0.182,936.0,0
51,Male,82146.32,High School,9,214.02,11,0.717,6063.0,0
39,Male,37218.21,Some College,5,231.97,68,0.56,5074.0,5
26,Female,47111.24,Bachelor,3,23.75,83,0.321,387.0,0
56,Female,59215.65,Master,6,500.0,2,0.911,6206.0,1
50,Male,73566.46,Master,7,100.44,18,0.708,675.0,1
55,Female,72365.72,Some College,12,349.97,8,0.751,4730.0,0
40,Female,55553.93,Master,2,60.45,53,0.092,148.0,0
54,Male,102359.67,Some College,6,161.72,104,0.16,5425.0,3
37,Female,58650.11,Some College,2,266.91,87,0.177,839.0,2
19,Male,31709.77,Master,1,24.55,75,0.2,387.0,3
34,Female,31886.83,Some College,4,177.15,27,0.586,3342.0,3
40,Female,82731.12,Master,11,200.74,1,0.876,5744.0,0
31,Male,75352.78,Bachelor,7,210.17,3,0.84,3469.0,0
36,Male,50410.52,Bachelor,6,117.83,28,0.594,3285.0,1
41,Male,44755.65,High School,0,36.73,55,0.358,204.0,0
40,Female,83879.97,Some College,1,35.63,54,0.271,744.0,2
25,Female,72409.26,High School,2,119.29,116,0.225,4916.0,1
31,Female,76102.42,Master,5,74.38,12,0.397,1629.0,1
34,Male,43993.89,Master,1,193.33,104,0.433,1664.0,0
48,Female,42286.47,Bachelor,6,90.36,10,0.674,1683.0,4
35,Female,61805.99,Master,4,261.95,147,0.66,3597.0,1
22,Male,29128.45,Some College,1,8.44,75,0.359,87.0,0
34,Male,33695.01,High School,4,9.81,107,0.519,383.0,0
55,Male,47107.58,High School,2,149.46,139,0.032,1240.0,4
51,Male,37159.78,Master,1,277.07,125,0.233,5285.0,3
47,Male,46751.07,Bachelor,4,227.77,16,0.723,3607.0,2
56,Male,35902.86,Some College,4,83.5,26,0.674,3156.0,0
51,Female,70527.46,High School,3,56.46,21,0.799,1377.0,0
42,Male,92618.93,Doctorate,9,38.15,12,0.747,815.0,1
50,Male,31303.11,High School,1,11.03,46,0.03,220.0,0
21,Female,78886.22,Some College,1,280.67,82,0.088,5935.0,0
54,Female,55539.22,Bachelor,2,66.46,14,0.645,299.0,1
43,Male,67828.48,Master,8,233.17,5,0.781,9819.0,0
35,Female,22973.34,High School,0,42.05,82,0.345,588.0,0
26,Male,25964.3,Some College,1,112.23,86,0.116,386.0,0
44,Male,70997.35,Bachelor,4,101.86,13,0.878,10405.0,0
47,Male,49624.36,Some College,5,130.28,21,0.674,1285.0,0
48,Male,86676.4,Master,9,449.38,2,0.878,10060.0,0
37,Male,36103.52,Bachelor,2,19.24,73,0.355,681.0,2
33,Female,68371.45,Master,0,144.8,75,0.119,4000.0,2
53,Female,88494.67,Some College,5,201.4,6,0.961,5872.0,0
49,Male,52468.81,Some College,4,101.34,70,0.352,3045.0,2
40,Male,40033.26,Some College,1,9.67,67,0.359,501.0,0
18,Male,68336.14,High School,3,129.62,25,0.661,7090.0,2
28,Female,26946.82,High School,7,114.77,33,0.483,1991.0,0
35,Female,62314.25,Bachelor,8,256.18,8,0.872,6276.0,0
33,Male,42427.39,High School,4,89.53,30,0.815,1141.0,1
42,Female,28441.06,Some College,0,5.0,75,0.265,1112.0,1
40,Male,45796.58,High School,4,286.54,17,0.705,4580.0,1
46,Female,50642.0,Some College,5,202.51,11,0.773,2691.0,2
39,Male,54986.85,High School,3,99.1,23,0.726,2439.0,1
35,Female,21429.28,Some College,2,16.14,51,0.267,563.0,2
25,Female,77132.1,Some College,5,172.93,11,0.91,1175.0,2
49,Female,81172.38,Some College,7,281.85,9,0.682,4647.0,0
31,Female,43545.15,Some College,3,159.93,11,0.793,448.0,2
22,Male,75562.22,High School,1,68.14,33,0.627,1626.0,3
53,Male,57756.63,Master,5,102.86,8,0.841,7839.0,1
45,Female,58605.75,Some College,2,447.02,116,0.21,1553.0,1
44,Female,36175.62,Bachelor,5,96.0,34,0.314,3089.0,1
59,Female,72801.23,Master,4,221.66,1,0.975,5195.0,1
35,Female,39114.72,Bachelor,1,313.12,111,0.413,4752.0,1
42,Male,74490.33,Master,9,264.26,1,0.448,8025.0,0
39,Female,61215.3,Bachelor,0,217.12,126,0.371,8401.0,3
51,Female,52218.8,Bachelor,0,49.52,111,0.125,3104.0,3
18,Male,37235.69,High School,1,26.52,52,0.098,239.0,2
51,Male,56711.55,High School,8,80.95,23,0.967,1846.0,1
43,Male,57255.52,Bachelor,8,252.97,2,0.7,10982.0,0
46,Male,47319.68,Bachelor,1,299.2,149,0.271,5951.0,1
49,Female,46828.09,High School,1,66.94,16,0.762,2598.0,0
28,Female,56724.69,Bachelor,2,29.05,64,0.349,487.0,0
53,Female,62272.02,High School,11,163.46,13,0.89,13583.0,0
23,Female,54527.07,High School,1,20.19,69,0.275,227.0,2
33,Female,61225.01,Bachelor,2,194.32,62,0.063,3439.0,4
38,Female,68527.83,Master,8,283.68,8,0.806,7419.0,0
38,Male,79966.27,Bachelor,15,159.41,2,0.917,8096.0,0
45,Male,96943.29,Bachelor,5,62.8,64,0.476,4951.0,7
45,Female,80909.93,Bachelor,10,177.17,8,0.795,5384.0,0
48,Male,42905.75,Doctorate,8,255.75,1,0.825,7515.0,0
22,Male,48525.31,Bachelor,2,97.48,98,0.405,3789.0,4
53,Female,84979.73,Some College,2,158.63,61,0.237,5272.0,2
24,Female,55470.06,Master,5,227.16,134,0.144,5297.0,2
38,Male,30516.04,High School,1,65.5,46,0.093,530.0,1
40,Female,69579.2,Bachelor,9,307.35,13,0.747,4122.0,0
43,Female,57020.87,Some College,0,32.44,58,0.441,452.0,1
47,Female,35555.64,Master,3,268.64,97,0.612,4227.0,4
43,Female,57082.67,Doctorate,12,145.94,2,0.774,12388.0,1
27,Male,59841.8,Some College,2,182.35,15,0.64,4090.0,0
25,Female,27782.38,Some College,2,23.14,86,0.552,26078.50093545143,2
37,Female,56299.42,Bachelor,2,126.28,8,0.523,2522.0,1
49,Male,57798.33,Some College,14,256.56,10,0.738,10159.0,0
32,Female,28738.69,Some College,1,24.77,58,0.04,42038.386442958494,1
37,Female,44264.21,Bachelor,3,17.71,58,0.292,338.0,1
29,Female,76905.72,Bachelor,1,110.62,131,0.138,3373.0,2
25,Female,61456.87,Bachelor,4,269.69,101,0.318,3855.0,3
51,Male,28002.38,Some College,0,54.41,54,0.481,630.0,2
42,Male,47773.56,Bachelor,4,250.31,19,0.727,6347.0,0
38,Male,49372.01,Some College,0,55.76,60,0.452,5119.0,4
39,Male,84128.5,Some College,5,174.77,8,0.771,12899.0,0
35,Male,74592.36,Master,8,475.24,9,0.862,11674.0,0
61,Female,31845.6,High School,3,36.72,22,0.709,2097.0,1
44,Male,60158.52,Bachelor,3,36.61,22,0.45,5375.0,0
20,Female,45837.97,High School,0,18.22,67,0.097,475.0,0
42,Male,69231.05,Some College,13,379.06,4,0.693,5473.0,1
43,Male,60309.0,Bachelor,2,39.63,75,0.26,1857.0,2
25,Male,45271.01,High School,1,15.78,48,0.107,583.0,0
26,Male,74830.45,Bachelor,6,167.96,8,0.964,9882.0,0
18,Male,69037.29,Bachelor,1,139.69,97,0.551,5502.0,2
37,Female,40678.39,Master,4,379.33,144,0.128,2654.0,1
44,Male,47984.38,Some College,6,39.56,29,0.655,3072.0,0
45,Female,66666.79,Bachelor,6,153.64,26,0.606,3237.0,0
22,Male,41928.01,Doctorate,6,332.43,19,0.715,1464.0,1
35,Male,48789.45,Bachelor,5,83.24,33,0.429,2395.0,0
58,Female,95671.7,Some College,9,157.21,8,0.697,7020.0,0
58,Male,48176.86,Some College,4,239.39,32,0.365,2537.0,2
52,Male,68438.74,Bachelor,6,153.18,10,0.743,5605.0,0
18,Male,62799.91,Some College,3,108.64,68,0.282,1728.0,7
18,Female,69721.54,Bachelor,1,149.99,117,0.15,1263.0,5
37,Male,59103.02,Some College,2,27.13,50,0.061,136.0,2
34,Male,55062.09,Bachelor,3,39.17,15,0.814,1420.0,0
28,Female,55567.9,Some College,1,15.16,81,0.232,1541.0,1
42,Female,63773.32,Bachelor,5,234.8,8,0.493,2303.0,0
67,Female,32238.52,Some College,9,178.96,9,0.358,3421.0,0
41,Male,52883.52,Some College,1,18.12,50,0.174,546.0,2
41,Female,50849.11,Master,4,327.82,105,0.091,4432.0,2
28,Female,32614.57,Bachelor,7,30.01,24,0.733,4486.0,0
42,Male,37030.81,Some College,6,113.16,147,0.585,4800.0,6
28,Female,23263.35,High School,3,5.0,46,0.142,898.0,0
38,Female,47279.46,Some College,2,64.66,53,0.524,464.0,0
41,Male,88806.15,Some College,1,85.92,24,0.8,1276.0,0
30,Female,38187.74,Some College,1,62.8,90,0.02,392.0,1
41,Male,61871.47,High School,5,39.43,31,0.907,1283.0,1
27,Female,56953.1,Some College,4,100.29,73,0.29,5656.0,2
25,Female,29165.37,High School,1,59.08,56,0.254,831.0,0
38,Male,62263.06,High School,2,5.0,74,0.083,2069.0,1
59,Male,76070.54,Bachelor,6,148.72,13,,11916.0,0
34,Male,63405.03,Bachelor,5,67.24,12,0.505,3381.0,0
52,Male,111176.11,Doctorate,6,276.88,4,0.923,7029.0,1
57,Female,52028.26,Some College,6,98.64,23,0.601,2691.0,1
35,Male,55949.39,Some College,2,139.29,103,0.35,4328.0,3
37,Male,41342.2,High School,1,21.24,81,0.493,513.0,1
31,Male,46798.2,Master,6,167.39,13,0.579,7097.0,0
34,Male,66996.32,Some College,7,464.72,8,0.931,11961.0,1
45,Female,60534.94,Doctorate,2,154.85,106,0.2,6253.0,0
39,Female,66503.72,Bachelor,5,195.81,34,0.842,4279.0,2
43,Female,67287.75,Master,5,164.98,13,0.488,11865.0,0
43,Male,32191.12,High School,0,8.97,95,0.103,71.0,1
43,Female,26986.25,Some College,1,49.42,71,0.181,2005.0,1
28,Male,28431.31,High School,1,1379.872728458389,51,0.362,106.0,2
53,Male,80649.37,Master,9,190.66,3,0.656,7092.0,0
36,Female,30472.54,Bachelor,3,,27,0.618,4962.0,0
34,Male,109690.81,Master,11,209.63,8,0.628,7937.0,0
39,Male,41977.32,Some College,0,38.16,109,0.219,673.0,0
42,Male,55891.49,Doctorate,1,141.03,139,0.338,7454.0,3
48,Female,111779.74,Bachelor,0,80.44,124,0.375,4269.0,1
73,Male,36106.13,Some College,1,11.84,80,0.266,189.0,1
33,Female,57616.69,High School,2,43.82,47,0.24,170.0,1
44,Male,57595.43,High School,1,55.46,72,0.125,465.0,0
28,Male,52067.93,Some College,4,278.26,107,0.151,5421.0,3
38,Female,80623.2,High School,3,130.38,30,0.749,2044.0,1
57,Female,73211.83,Some College,12,276.1,6,0.912,9696.0,0
45,Female,102533.69,Some College,10,115.93,7,0.643,2955.0,1
44,Male,45936.57,Some College,4,97.66,147,0.389,3048.0,2
51,Female,36360.23,Bachelor,4,91.71,14,0.365,4500.0,3
44,Female,64785.23,Bachelor,3,407.87,5,0.958,4815.0,1
42,Non-binary,57709.68,Doctorate,2,226.03,63,0.324,3450.0,3
45,Female,43851.44,High School,1,57.48,66,0.468,859.0,2
38,Male,50993.06,High School,2,134.75,101,0.202,2279.0,0
30,Female,26956.1,Bachelor,2,19.01,94,0.23,1257.0,0
36,Male,61624.25,Master,10,121.92,32,0.276,4249.0,0
34,Female,64941.14,Some College,2,198.42,67,0.363,3471.0,1
46,Female,60000.05,Some College,10,359.86,12,0.722,9763.0,1
44,Male,,Doctorate,8,299.35,6,0.653,3716.0,0
42,Male,50314.29,Master,4,64.97,23,0.389,1741.0,0
48,Male,83231.92,Doctorate,3,54.68,13,0.401,3963.0,1
46,Male,74227.87,Some College,0,127.95,9,0.487,2345.0,1
47,Female,69721.46,Some College,8,222.72,2,0.84,12992.0,2
59,Female,43514.99,Some College,5,36.41,23,0.384,3475.0,1
38,Male,40112.91,Bachelor,5,21.15,9,0.582,1879.0,3
28,Male,36778.85,High School,6,311.7,30,0.594,2250.0,0
56,Female,59789.31,Some College,6,157.64,34,0.78,2611.0,2
57,Male,38930.26,Master,2,71.51,28,0.862,3754.0,0
31,Female,48200.2,High School,2,90.95,55,0.714,1228.0,0
62,Male,69609.11,Some College,5,359.08,80,0.184,2970.0,7
47,Female,78492.38,Master,9,158.96,4,0.3,7096.0,0
29,Female,43968.74,Master,4,30.78,48,0.115,440.0,0
57,Male,,Doctorate,11,271.07,5,0.795,11956.0,0
50,Male,67597.64,Some College,3,249.33,65,0.03,4477.0,0
37,Male,60839.82,Bachelor,6,69.74,33,0.569,3740.0,1
32,Male,30103.83,Master,0,,118,0.361,525.0,1
33,Male,19090.28,Some College,4,16.26,109,0.082,597.0,0
50,Female,28029.95,High School,2,26.32,101,0.332,139.0,1
36,Female,62034.05,Bachelor,2,280.44,106,0.371,1378.0,0
32,Male,68717.79,Bachelor,2,160.34,89,0.181,3678.0,1
44,Female,40662.99,Some College,2,16.72,62,0.269,706.0,1
49,Male,65740.62,Bachelor,11,266.8,5,0.835,12114.0,1
19,Male,26673.31,High School,0,14.35,119,0.474,580.0,1
39,Male,65971.22,Master,10,239.15,7,0.927,9333.0,0
51,Male,64997.49,Some College,3,96.55,148,0.109,5081.0,1
46,,38517.01,Some College,5,160.19,22,0.484,1927.0,2
27,Male,49233.88,Some College,1,16.76,102,0.212,1262.0,0
49,Male,91292.7,Master,10,329.92,13,0.712,8903.0,2
49,Female,64089.58,Bachelor,4,500.0,96,0.232,4835.0,2
35,Female,49754.25,Bachelor,9,178.0,21,0.572,1226.0,2
31,Female,32726.07,Bachelor,2,29.69,104,0.245,401.0,1
37,Male,26302.21,Some College,2,5.0,82,0.178,108.0,1
36,Female,68829.21,Master,10,500.0,5,0.806,8496.0,1
45,Male,87789.4,Master,7,285.72,7,0.834,4821.0,0
49,Male,71143.24,Some College,1,261.02,67,0.399,1080.0,1
46,Male,87943.73,Bachelor,0,153.36,127,0.296,4649.0,4
35,Male,63120.99,Bachelor,2,106.64,81,0.072,2225.0,3
50,Male,69136.24,Master,3,149.98,87,0.258,5908.0,1
49,Female,71238.76,Bachelor,4,98.45,17,0.674,896.0,4
49,Female,40055.91,Some College,7,261.54,4,0.63,12265.0,1
31,Male,62850.5,Doctorate,8,77.71,12,0.605,897.0,1
32,Female,55220.54,Doctorate,7,120.71,17,0.711,1275.0,0
39,Male,65245.1,Some College,0,306.82,112,0.208,2153.0,1
43,Male,81420.45,Doctorate,8,414.69,4,0.816,9642.0,1
38,Male,40239.31,Bachelor,2,214.8,70,0.238,3181.0,1
48,Male,44114.85,Some College,9,106.02,31,0.339,2769.0,0
63,Male,73244.03,Master,4,72.7,2,0.833,10511.0,0
34,Male,58336.86,High School,10,135.25,8,0.786,1708.0,0
41,Male,43029.11,Some College,1,6.57,88,0.156,471.0,1
27,Female,59434.03,Master,5,84.87,12,0.431,2593.0,0
58,Female,68562.96,Bachelor,6,,2,0.665,12596.0,1
53,Non-binary,33735.57,High School,1,7.59,115,0.13,789.0,2
21,Male,106382.22,Some College,2,223.93,66,0.192,4743.0,2
21,Male,32933.88,Some College,1,19.92,87,0.304,184.0,0
29,Female,47193.47,Some College,1,32.05,81,0.195,116.0,0
45,Female,78242.4,Master,2,137.14,99,0.167,2488.0,2
21,Male,17214.91,Bachelor,0,57.72,56,0.163,744.0,3
50,Female,42512.86,Bachelor,4,134.33,67,0.232,2432.0,5
44,Female,63000.79,Bachelor,18,500.0,3,0.875,9064.0,1
26,Male,18235.81,Some College,2,35.68,79,0.314,927.0,2
67,Female,85303.21,Master,8,179.36,7,0.22,13615.0,1
42,Male,64485.71,Some College,11,356.51,12,0.926,8358.0,0
35,Male,37684.79,Bachelor,2,423.91,96,0.528,915.0,2
28,Male,39545.1,Bachelor,3,230.6,100,0.156,3585.0,3
47,Female,58823.87,Master,8,125.66,7,0.771,5513.0,0
51,Male,92159.81,Some College,10,358.44,1,0.906,11369.0,0
42,Female,56918.79,Some College,5,125.33,8,0.475,2024.0,0
39,Male,72706.5,Master,9,402.35,12,0.87,9609.0,2
37,Male,64835.58,Master,3,52.83,141,0.477,1228.0,5
18,Female,61184.13,Bachelor,4,385.19,13,0.882,4952.0,1
46,Male,76517.37,Doctorate,3,267.67,9,0.413,5916.0,2
36,Female,44337.24,Bachelor,1,136.96,14,0.608,866.0,0
39,Non-binary,58485.97,Master,3,63.55,111,0.305,8016.0,2
42,Female,52799.87,Master,2,158.05,121,0.492,6120.0,3
26,Non-binary,34499.46,Bachelor,1,18.57,101,0.111,2051.0,2
26,Male,54564.11,Bachelor,4,55.99,56,0.197,238.0,1
52,Female,78065.46,Some College,6,247.23,11,0.921,8442.0,0
26,Female,161767.76,Bachelor,4,88.88,23,0.825,2978.0,2
44,Female,89746.49,Master,12,216.94,10,0.897,5464.0,0
20,Male,22944.86,High School,1,121.74,46,0.532,1066.0,0
46,Non-binary,66470.48,Some College,3,39.96,14,0.686,515.0,1
50,Male,68193.9,Bachelor,14,206.6,9,0.707,6150.0,0
53,Female,59639.93,Master,7,249.18,7,0.869,6169.0,0
54,Female,58728.6,Master,6,490.55,7,0.867,10638.0,1
51,Male,131740.93,Master,8,188.31,8,0.658,5669.0,1
31,Male,85747.44,Bachelor,10,475.19,6,0.651,10156.0,0
35,Male,51410.07,Master,2,104.32,134,0.107,3292.0,3
42,Female,72834.24,Bachelor,7,258.54,13,0.957,15200.0,3
41,Female,71014.89,Doctorate,13,238.54,8,0.926,8913.0,0
52,Male,47738.33,Bachelor,8,211.13,11,0.94,8241.0,0
30,Female,31313.11,High School,1,19.07,95,0.248,1021.0,1
40,Female,51813.6,Bachelor,1,230.1,12,0.745,6809.0,2
51,Male,41079.14,Master,5,361.5,1,0.663,11678.0,1
51,Male,60595.18,Master,3,368.77,119,0.251,3521.0,3
49,Male,74709.44,Master,9,153.31,1,0.579,12107.0,1
56,Male,29395.85,Doctorate,1,66.62,62,0.164,20.0,0
53,Female,99956.32,Bachelor,7,225.22,10,0.331,11290.0,2
61,Female,37377.39,Some College,4,71.54,12,0.655,1585.0,2
32,Female,49731.83,Bachelor,14,266.06,9,0.849,8886.0,2
38,Male,57560.03,Bachelor,1,226.13,80,0.252,1825.0,0
47,Female,52745.15,Some College,10,302.42,10,0.854,15709.0,1
46,Male,57434.03,Some College,9,300.7,9,0.854,16660.0,0
60,Female,,Bachelor,3,101.9,32,0.394,4364.0,1
50,Non-binary,49592.2,Some College,6,137.81,29,0.804,3248.0,1
61,Female,53619.42,Master,2,422.09,110,0.151,4469.0,3
40,Female,77764.31,Bachelor,10,235.3,12,0.676,5770.0,0
56,Male,66001.55,Bachelor,1,342.15,3,0.694,5605.0,1
30,Male,48616.4,Bachelor,2,84.53,10,0.584,2693.0,1
50,Female,26282.79,Master,2,15.54,80,0.113,82.0,1
46,Male,28393.75,High School,0,23.92,117,0.152,192.0,4
26,Female,26782.73,High School,2,22.29,62,0.394,1636.0,1
65,Male,62646.12,High School,4,120.87,11,0.631,1787.0,1
43,Female,47085.49,Doctorate,4,248.9,75,0.278,5162.0,1
37,Male,75413.08,Some College,11,391.5,7,0.687,5428.0,0
48,Male,40122.85,Bachelor,4,98.54,7,0.289,3507.0,0
57,Female,47908.23,Some College,1,26.11,60,0.026,215.0,3
43,Female,53992.22,Bachelor,4,50.49,23,0.827,1881.0,1
43,Male,39015.16,Some College,3,270.62,85,0.386,2405.0,2
38,Non-binary,57329.73,Bachelor,3,96.51,28,0.566,1237.0,1
30,Female,55349.87,Doctorate,1,70.02,86,0.342,2569.0,2
52,Female,38579.22,High School,3,161.34,149,0.129,5469.0,5
42,Male,36572.53,Some College,1,14.05,87,0.277,908.0,0
47,Female,62401.73,Doctorate,8,500.0,13,0.934,5355.0,2
54,Female,32707.62,Some College,1,57.15,128,0.14,3150.0,3
48,Female,35497.33,Master,4,192.51,25,0.823,4887.0,0
33,Female,41649.46,High School,0,23.7,68,0.125,745.0,2
43,Male,47564.71,Some College,5,203.57,120,0.127,7073.0,3
34,Female,49776.97,Some College,3,,81,0.099,1922.0,2
38,Female,60448.38,Master,11,305.59,5,0.852,11206.0,0
32,Male,57365.12,High School,10,224.44,4,0.621,6518.0,0
30,Female,15994.03,Some College,1,47.14,87,0.377,541.0,0
18,Female,40024.91,Bachelor,2,39.42,92,0.238,6560.0,4
48,Female,69851.26,High School,5,150.97,16,0.289,2530.0,2
